YrSold,SalePrice,YearRemodAdd,MoSold,ExterQual,KitchenQual,OverallQual,FireplaceQu,BsmtQual,BsmtFinSF1,GrLivArea,GarageArea,LotArea,Neighborhood
0.5,0.1818880984426072,0.25,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.4008849557522124,0.1625978811607554,0.2762589928057554,0.1401616861556229,0.7916666666666666
0.0,0.5962314939434724,0.9333333333333333,0.5454545454545454,1.0,1.0,0.8888888888888888,0.75,1.0,0.4415929203539823,0.45831414094887146,0.5294964028776978,0.15061354121553341,0.6666666666666666
0.5,0.20976735243222458,0.2,0.7272727272727273,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.32610619469026547,0.13311837862736067,0.25323741007194245,0.1656850007218132,0.7916666666666666
0.25,0.47029417419726977,0.95,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.0,0.26715799170888993,0.60431654676259,0.13225061354121553,0.20833333333333334
0.5,0.23476254566429533,0.16666666666666666,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.25,0.3333333333333333,0.32433628318584073,0.21165361584523262,0.25323741007194245,0.1361195322650498,0.5
0.25,0.18669486637185156,0.85,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.0,0.11976047904191617,0.4143884892086331,0.0668254655695106,0.125
1.0,0.2193808882907133,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5,0.3333333333333333,0.2557522123893805,0.15430677107323815,0.34532374100719426,0.140753572975314,0.5
0.0,0.10594116516054605,0.2833333333333333,0.8181818181818182,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.2215568862275449,0.3712230215827338,0.1342572542226072,0.7916666666666666
0.5,0.23860796000769083,0.9,0.45454545454545453,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.25,0.3333333333333333,0.28584070796460176,0.17964071856287425,0.4143884892086331,0.1761801645734084,0.8333333333333334
0.75,0.20015381657373582,0.25,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.22300884955752212,0.23146015660985722,0.21151079136690648,0.08761368557817237,0.5
0.0,0.5583541626610268,0.9333333333333333,0.9090909090909091,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.75,1.0,0.0,0.4702901888530631,0.6136690647482015,0.18368702179875848,0.6666666666666666
0.25,0.20092289944241493,0.0,0.45454545454545453,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.3333333333333333,0.0,0.17825886688162138,0.2014388489208633,0.08601126028583803,0.375
0.5,0.3751201691982311,0.8666666666666667,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.75,0.6666666666666666,0.0,0.336480884385076,0.3841726618705036,0.11911361339685289,0.20833333333333334
0.25,0.1826571813112863,0.43333333333333335,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.6666666666666666,0.37168141592920356,0.16720405343159833,0.4115107913669065,0.03945430922477263,0.4166666666666667
1.0,0.22899442414920207,0.85,0.36363636363636365,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.5,0.3333333333333333,0.0831858407079646,0.16720405343159833,0.19424460431654678,0.09751696261007652,0.7916666666666666
0.75,0.42568736781388195,0.95,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.75,0.6666666666666666,0.0,0.2915707047443574,0.6402877697841727,0.18390356575718203,0.6666666666666666
1.0,0.19207844645260527,0.8333333333333334,0.36363636363636365,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.25,0.3333333333333333,0.10353982300884956,0.13035467526485492,0.4143884892086331,0.08241663057600693,0.5
1.0,0.5212459142472602,0.9666666666666667,0.36363636363636365,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.75,1.0,0.5389380530973451,0.3155228005527407,0.5553956834532374,0.14417496751840625,0.6666666666666666
0.0,0.33185925783503173,0.7833333333333333,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.75,0.3333333333333333,0.5650442477876106,0.2915707047443574,0.22949640287769785,0.2140897935614263,0.5
0.5,0.06460296096904442,0.0,0.36363636363636365,0.3333333333333333,0.0,0.3333333333333333,0.25,0.3333333333333333,0.0,0.04283740211883925,0.17266187050359713,0.06977046340407103,0.125
0.5,0.009805806575658528,0.0,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.0,0.22639336711192998,0.17985611510791366,0.10118377363938212,0.375
0.5,0.22005383580080753,0.9333333333333333,0.45454545454545453,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.25,0.3333333333333333,0.0,0.20589590050667894,0.1949640287769784,0.10181896925075791,0.7916666666666666
0.5,0.2787925398961738,0.95,0.0,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.25,1.0,0.0,0.20727775218793182,0.34820143884892085,0.13798181030749243,0.20833333333333334
1.0,0.2511055566237262,0.15,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.75,0.3333333333333333,0.4504424778761062,0.3146015660985721,0.32158273381294966,0.13080698715172515,0.5
0.25,0.46644875985387424,0.9166666666666666,0.6363636363636364,1.0,1.0,0.8888888888888888,0.75,1.0,0.5101769911504425,0.28258866881621375,0.4,0.08404792839613108,0.6666666666666666
0.0,0.5270140357623534,0.9166666666666666,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.75,1.0,0.0,0.4877936434822662,0.49712230215827335,0.17218131947452,0.6666666666666666
0.75,0.21169005960392231,0.75,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.6666666666666666,0.0,0.17572547213265777,0.48345323741007196,0.13523892016746067,0.20833333333333334
0.75,0.22707171697750433,0.6666666666666666,0.8181818181818182,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.3333333333333333,0.5367256637168142,0.22178719484108705,0.35827338129496406,0.10164573408401906,0.5
1.0,0.1424726014228033,0.95,0.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.25,0.3333333333333333,0.3234513274336283,0.1665131275909719,0.17697841726618704,0.09283961310812762,0.5
0.5,0.09055950778696405,0.08333333333333333,0.45454545454545453,0.3333333333333333,0.0,0.3333333333333333,0.25,0.0,0.0,0.1883924458774758,0.0,0.06567056445791829,0.2916666666666667
0.0,0.2405306671793886,0.25,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5,0.3333333333333333,0.2845132743362832,0.228005527406725,0.31654676258992803,0.10346470333477696,0.5
0.25,0.2597577388963661,0.15,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.75,0.3333333333333333,0.42787610619469024,0.22892676186089359,0.22158273381294963,0.22252057167605024,0.9583333333333334
0.25,0.20976735243222458,0.55,1.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.25,0.6666666666666666,0.3305309734513274,0.12666973744818055,0.36258992805755397,0.11100043308791685,0.8333333333333334
0.5,0.1833301288213805,0.5,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.6666666666666666,0.12389380530973451,0.13910640257945647,0.22158273381294963,0.11128915836581493,0.20833333333333334
0.0,0.20399923091713132,0.15,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.07920353982300884,0.1879318286503915,0.2158273381294964,0.09317164717771041,0.5
1.0,0.5479715439338588,0.9166666666666666,0.09090909090909091,1.0,1.0,0.8888888888888888,0.75,1.0,0.20176991150442478,0.3265776140027637,0.4143884892086331,0.08902843943987296,0.6666666666666666
0.75,0.3937435108632955,0.8833333333333333,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5977876106194691,0.41801013357899586,0.48201438848920863,0.16357730619315722,0.4583333333333333
0.25,0.4129975004806768,0.9333333333333333,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.25,0.6666666666666666,0.010619469026548672,0.30446798710271766,0.5942446043165468,0.1386603147105529,0.875
0.75,0.15016343010959432,0.9666666666666667,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.0,0.25748502994011974,0.0,0.042803522448390356,0.7083333333333334
0.25,0.1770813305133628,0.26666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.33761061946902654,0.14302164900967296,0.2776978417266187,0.0902410856070449,0.7916666666666666
0.25,0.2732166890982503,0.7833333333333333,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.25,0.6666666666666666,0.08053097345132744,0.2616305849838784,0.27913669064748203,0.1786920744911217,0.3333333333333333
0.0,0.15304749086714092,0.0,0.7272727272727273,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.75,0.3333333333333333,0.0,0.19391985260248734,0.37985611510791367,0.06855781723689909,0.125
1.0,0.14439530859450106,0.21666666666666667,0.36363636363636365,0.0,0.3333333333333333,0.4444444444444444,0.25,0.6666666666666666,0.04601769911504425,0.1110087517273146,0.3712230215827338,0.10077955825032482,0.375
0.0,0.6731397808113824,0.6166666666666667,0.9090909090909091,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.75,1.0,0.8008849557522124,0.3473053892215569,0.6431654676258993,0.7042009527934171,1.0
0.25,0.18284945202845607,0.08333333333333333,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.3333333333333333,0.16991150442477876,0.2362966374942423,0.4115107913669065,0.08146383715894326,0.5
0.5,0.27994616419919244,0.23333333333333334,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.75,0.3333333333333333,0.2168141592920354,0.2512666973744818,0.4143884892086331,0.12536451566334633,0.5
0.75,0.26456450682561045,0.8333333333333334,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.25,0.6666666666666666,0.28716814159292037,0.3235836020267158,0.34532374100719426,0.016659448534719214,0.875
0.0,0.3107094789463565,0.9,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.6666666666666666,0.0,0.319207738369415,0.4064748201438849,0.1465858235888552,0.20833333333333334
0.0,0.7765429725052875,0.9333333333333333,0.8181818181818182,1.0,0.6666666666666666,1.0,0.75,1.0,0.0,0.6013357899585444,0.4611510791366906,0.17599249314277465,0.9166666666666666
0.5,0.17304364545279755,0.36666666666666664,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.27964601769911507,0.10271764163979732,0.25323741007194245,0.08241663057600693,0.20833333333333334
0.0,0.23668525283599307,0.9,0.36363636363636365,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.25,0.6666666666666666,0.41637168141592923,0.18977429755872868,0.4143884892086331,0.1671863721668832,0.8333333333333334
0.25,0.1270909440492213,0.7666666666666667,0.18181818181818182,0.3333333333333333,0.0,0.4444444444444444,0.25,0.3333333333333333,0.0,0.1789497927222478,0.20719424460431654,0.08241663057600693,0.375
0.25,0.322245721976543,0.9333333333333333,0.8181818181818182,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.75,0.6666666666666666,0.010619469026548672,0.23859972362966375,0.34820143884892085,0.0714739425436697,0.6666666666666666
1.0,0.20207652374543358,0.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.0,0.31690465223399356,0.34532374100719426,0.12716904865020934,0.7083333333333334
0.75,0.3549317438954047,0.8,0.09090909090909091,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.6666666666666666,0.3269911504424779,0.391524643021649,0.46402877697841727,0.11381550454742313,0.20833333333333334
0.25,0.5423956931359354,0.9166666666666666,0.8181818181818182,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.75,1.0,0.0,0.4926301243666513,0.6129496402877698,0.1169337375487224,0.6666666666666666
1.0,0.27898481061334357,0.65,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.6666666666666666,0.40353982300884955,0.43136803316444033,0.4143884892086331,0.26575718204128773,0.5
0.25,0.3674293405114401,0.8833333333333333,0.45454545454545453,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.6666666666666666,0.4482300884955752,0.2637033625057577,0.4014388489208633,0.13243828497184928,0.20833333333333334
1.0,0.08671409344356855,0.0,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.0,0.0951174573929065,0.15827338129496402,0.04499783456041576,0.7083333333333334
0.0,0.36550663333974237,0.05,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.2668141592920354,0.4497927222478121,0.47985611510791365,0.2035801934459362,0.16666666666666666
0.25,0.4020380696019996,0.38333333333333336,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.6666666666666666,0.831858407079646,0.4350529709811147,0.3712230215827338,0.17554496896203262,0.5
0.25,0.1818880984426072,0.9333333333333333,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.25,0.11768770152003685,0.2589928057553957,0.08817669987007362,0.4583333333333333
0.75,0.28859834647183236,0.8,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.0,0.3187471211423307,0.30719424460431655,0.12487368269091959,0.3333333333333333
1.0,0.21149778888675255,0.8833333333333333,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.1415929203539823,0.17319207738369416,0.35251798561151076,0.12572542226071892,0.5
1.0,0.1393962699480869,0.0,0.36363636363636365,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.25,0.0,0.0,0.2927222478120682,0.27266187050359714,0.06206149848419229,0.7083333333333334
0.75,0.1078638723322438,0.38333333333333336,0.9090909090909091,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.6666666666666666,0.20442477876106194,0.1506218332565638,0.21366906474820144,0.0015158077089649198,0.4166666666666667
0.5,0.19390501826571813,0.1,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.10088495575221239,0.14233072316904652,0.20359712230215826,0.10082286704200953,0.5
0.5,0.1770813305133628,0.85,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.1486725663716814,0.2190234914785813,0.17266187050359713,0.10313266926519417,0.125
1.0,0.19534704864449146,0.3,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.0,0.33026255181943803,0.0,0.13406958279197342,0.7916666666666666
0.75,0.14439530859450106,0.5166666666666667,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.0,0.20635651773376323,0.31654676258992803,0.1291901255954959,0.7083333333333334
0.75,0.3049413574312632,0.3,0.45454545454545453,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.75,0.6666666666666666,0.19823008849557522,0.4163979732842008,0.3661870503597122,0.1661469611664501,0.5
0.0,0.2280330705633532,0.8,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.25,1.0,0.5314159292035399,0.23099953938277293,0.29136690647482016,0.04343871805976613,0.4583333333333333
0.5,0.40396077677369735,0.95,0.8181818181818182,0.3333333333333333,0.6666666666666666,0.7777777777777778,0.75,0.6666666666666666,0.014601769911504425,0.28304928604329804,0.5453237410071943,0.12581203984408834,0.875
0.25,0.17611997692751394,0.16666666666666666,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.0,0.16835559649930906,0.3316546762589928,0.1068427890861845,0.5
0.75,0.25687367813881945,0.7666666666666667,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.0,0.262551819438047,0.28776978417266186,0.10161686155622925,0.3333333333333333
0.0,0.4328013843491636,0.7,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.5,0.6666666666666666,0.0,0.4797328420082911,0.33237410071942447,0.21030749242096144,0.625
0.75,0.2674485675831571,0.9166666666666666,0.18181818181818182,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.75,0.6666666666666666,0.0,0.2823583602026716,0.28776978417266186,0.15042586978489966,0.3333333333333333
0.75,0.24918284945202845,0.9833333333333333,0.45454545454545453,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.25,0.6666666666666666,0.0,0.20497466605251036,0.37985611510791367,0.035513209181463834,0.875
0.75,0.0963276293020573,0.5333333333333333,0.8181818181818182,0.0,0.0,0.2222222222222222,0.25,0.3333333333333333,0.0,0.2745278673422386,0.0,0.10075068572253501,0.375
0.25,0.17054412612959047,0.75,0.6363636363636364,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.6666666666666666,0.26017699115044246,0.1510824504836481,0.0,0.0949761801645734,0.20833333333333334
0.0,0.14420303787733127,0.0,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.1625978811607554,0.302158273381295,0.08241663057600693,0.5
0.0,0.1224764468371467,0.18333333333333332,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.26548672566371684,0.20750806080147396,0.34532374100719426,0.10118377363938212,0.5
0.75,0.24726014228033072,0.9333333333333333,0.6363636363636364,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.6666666666666666,0.3154867256637168,0.14509442653155227,0.3107913669064748,0.17134401616861555,0.25
0.25,0.1903480099980773,0.8,0.9090909090909091,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.75,0.3333333333333333,0.46283185840707963,0.45071395670198067,0.3640287769784173,0.08241663057600693,0.7083333333333334
0.25,0.32657181311286293,0.7833333333333333,0.36363636363636365,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.25,0.6666666666666666,0.2867256637168142,0.33440810686319666,0.4920863309352518,0.11326692651941678,0.20833333333333334
0.75,0.28859834647183236,0.7166666666666667,0.2727272727272727,1.0,0.3333333333333333,0.5555555555555556,0.5,0.6666666666666666,0.13716814159292035,0.2616305849838784,0.302158273381295,0.11944564746643568,0.3333333333333333
0.0,0.3443568544510671,0.8166666666666667,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.6666666666666666,0.5141592920353982,0.28880700138185167,0.339568345323741,0.1266493431499928,0.20833333333333334
0.25,0.11507402422611036,0.25,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.23008849557522124,0.1441731920773837,0.3107913669064748,0.13613396852894472,0.2916666666666667
1.0,0.0924822149586618,0.0,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.047787610619469026,0.11538461538461539,0.2633093525179856,0.13186083441605312,0.2916666666666667
1.0,0.18083060949817342,0.15,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.2517699115044248,0.2052049746660525,0.0,0.1130215100332034,0.5
1.0,0.32705248990578734,0.85,0.09090909090909091,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.5,0.3333333333333333,0.5309734513274337,0.2938737908797789,0.34532374100719426,0.13154323661036524,0.5833333333333334
1.0,0.2751393962699481,0.5833333333333334,0.45454545454545453,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5,0.6666666666666666,0.0,0.32197144173192077,0.3424460431654676,0.11137577594918435,0.8333333333333334
0.75,0.1616304556815997,0.48333333333333334,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.0,0.0,0.2766006448641179,0.2949640287769784,0.0797892305471344,0.8333333333333334
1.0,0.31532397615843105,0.9833333333333333,0.36363636363636365,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.6666666666666666,0.0,0.20543528327959465,0.5323741007194245,0.12864154756748952,0.20833333333333334
0.25,0.2587963853105172,0.0,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.09911504424778761,0.3417779824965454,0.17266187050359713,0.09047206582936336,0.375
0.5,0.41357431263218614,0.9,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.75,1.0,0.0,0.3818516812528789,0.46618705035971225,0.11381550454742313,0.875
0.25,0.12516823687752354,0.75,0.6363636363636364,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.16421004145555043,0.19640287769784173,0.13438718059766133,0.7083333333333334
0.5,0.15400884445298982,0.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,0.04601769911504425,0.10479041916167664,0.17985611510791366,0.06509311390212213,0.7083333333333334
0.25,0.15400884445298982,0.9166666666666666,0.6363636363636364,0.3333333333333333,0.0,0.4444444444444444,0.25,0.3333333333333333,0.0,0.27245508982035926,0.0,0.10118377363938212,0.375
1.0,0.2982118823303211,0.45,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5,0.6666666666666666,0.31194690265486724,0.3477660064486412,0.39280575539568346,0.14811606756171503,0.5833333333333334
0.0,0.19611613151317053,0.36666666666666664,0.8181818181818182,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.25,0.3333333333333333,0.19646017699115045,0.3502994011976048,0.23381294964028776,0.11598094413165873,0.2916666666666667
1.0,0.27898481061334357,0.8333333333333334,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.11061946902654868,0.2524182404421925,0.28776978417266186,0.09035657571820413,0.3333333333333333
0.25,0.6711593924245337,0.95,0.8181818181818182,0.6666666666666666,1.0,0.6666666666666666,0.75,1.0,0.4353982300884956,0.5439889451865499,0.5697841726618705,0.12233290024541649,0.20833333333333334
0.25,0.3501249759661604,0.05,0.8181818181818182,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.75,0.6666666666666666,0.015486725663716814,0.443344081068632,0.3237410071942446,0.28163707232568214,0.25
0.25,0.43184003076331473,0.8666666666666667,0.5454545454545454,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.5,0.3333333333333333,0.3424778761061947,0.4573929064947029,0.12949640287769784,0.08326837014580626,0.25
0.25,0.2712939819265526,0.8166666666666667,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.25,0.6666666666666666,0.18539823008849557,0.2588668816213726,0.31654676258992803,0.025104662913238054,0.875
0.75,0.20015381657373582,0.2,0.7272727272727273,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.0,0.3333333333333333,0.0752212389380531,0.17457392906494704,0.20719424460431654,0.14616717193590298,0.7916666666666666
0.25,0.23091713132089983,0.95,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.6666666666666666,0.0,0.18217411331183786,0.30935251798561153,0.10170347913959867,0.2916666666666667
1.0,0.5481638146510287,0.6666666666666666,0.36363636363636365,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6504424778761062,0.665131275909719,0.4273381294964029,0.15713873249603003,0.8333333333333334
0.0,0.2482022687944626,0.9333333333333333,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.75,0.6666666666666666,0.0,0.2584062643942883,0.2805755395683453,0.10062075934748087,0.20833333333333334
0.0,0.27898481061334357,0.31666666666666665,0.8181818181818182,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5,0.3333333333333333,0.4150442477876106,0.1506218332565638,0.38848920863309355,0.2881766998700736,0.16666666666666666
0.25,0.12516823687752354,0.0,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.0,0.18171349608475357,0.18992805755395684,0.06595928973581637,0.375
0.5,0.19438569505864256,0.13333333333333333,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.25,0.3333333333333333,0.252212389380531,0.17181022570244128,0.20719424460431654,0.11510033203406958,0.5
0.5,0.2288021534320323,0.7166666666666667,0.18181818181818182,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.25,0.6666666666666666,0.13274336283185842,0.1992169507139567,0.381294964028777,0.0924065251912805,0.8333333333333334
0.75,0.28090751778504136,0.8,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5,0.6666666666666666,0.0,0.2883463841547674,0.3129496402877698,0.224512776093547,0.5833333333333334
0.0,0.09536627571620843,0.5333333333333333,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.25,0.3333333333333333,0.2168141592920354,0.09672961768770152,0.0,0.07635339974014725,0.375
0.25,0.17900403768506057,0.43333333333333335,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5,0.6666666666666666,0.05309734513274336,0.1437125748502994,0.31654676258992803,0.049617439006785044,0.5416666666666666
0.25,0.10017304364545279,0.0,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.3333333333333333,0.05132743362831858,0.11653615845232612,0.0,0.04182185650353688,0.7083333333333334
